course_name,degree_type,uni_name
Civil Engineering.,Master's Degree,Case Western Reserve University
Civil Engineering.,Doctoral Degree,Case Western Reserve University
Computer Engineering.,Bachelors Degree,Case Western Reserve University
Computer Engineering.,Master's Degree,Case Western Reserve University
Computer Engineering.,Doctoral Degree,Case Western Reserve University
"Electrical, Electronics and Communications Engineering.",Bachelors Degree,Case Western Reserve University
"Electrical, Electronics and Communications Engineering.",Master's Degree,Case Western Reserve University
"Electrical, Electronics and Communications Engineering.",Doctoral Degree,Case Western Reserve University
Engineering Physics.,Bachelors Degree,Case Western Reserve University
Materials Engineering,Bachelors Degree,Case Western Reserve University
Materials Engineering,Master's Degree,Case Western Reserve University
Materials Engineering,Doctoral Degree,Case Western Reserve University
Mechanical Engineering.,Bachelors Degree,Case Western Reserve University
Mechanical Engineering.,Master's Degree,Case Western Reserve University
Mechanical Engineering.,Doctoral Degree,Case Western Reserve University
Systems Engineering.,Bachelors Degree,Case Western Reserve University
Systems Engineering.,Master's Degree,Case Western Reserve University
Systems Engineering.,Doctoral Degree,Case Western Reserve University
Polymer/Plastics Engineering.,Bachelors Degree,Case Western Reserve University
Polymer/Plastics Engineering.,Master's Degree,Case Western Reserve University
Polymer/Plastics Engineering.,Doctoral Degree,Case Western Reserve University
Operations Research.,Master's Degree,Case Western Reserve University
Operations Research.,Doctoral Degree,Case Western Reserve University
Engineering-Related Fields.,Master's Degree,Case Western Reserve University
"Linguistic, Comparative, and Related Language Studies and Services.",Bachelors Degree,Case Western Reserve University
"Linguistic, Comparative, and Related Language Studies and Services.",Master's Degree,Case Western Reserve University
"Germanic Languages, Literatures, and Linguistics.",Bachelors Degree,Case Western Reserve University
"Romance Languages, Literatures, and Linguistics.",Bachelors Degree,Case Western Reserve University
"Romance Languages, Literatures, and Linguistics.",Master's Degree,Case Western Reserve University
"Classics and Classical Languages, Literatures, and Linguistics.",Bachelors Degree,Case Western Reserve University
"Foods, Nutrition, and Related Services.",Bachelors Degree,Case Western Reserve University
"Foods, Nutrition, and Related Services.",Master's Degree,Case Western Reserve University
"Foods, Nutrition, and Related Services.",Doctoral Degree,Case Western Reserve University
Law.,First Professional Degree,Case Western Reserve University
Legal Research and Advanced Professional Studies.,Master's Degree,Case Western Reserve University
Legal Research and Advanced Professional Studies.,Doctoral Degree,Case Western Reserve University
"Legal Professions and Studies, Other.",Master's Degree,Case Western Reserve University
"English Language and Literature, General.",Bachelors Degree,Case Western Reserve University
"English Language and Literature, General.",Master's Degree,Case Western Reserve University
"English Language and Literature, General.",Doctoral Degree,Case Western Reserve University
"Liberal Arts and Sciences, General Studies and Humanities.",Bachelors Degree,Case Western Reserve University
"Biology, General.",Bachelors Degree,Case Western Reserve University
"Biology, General.",Master's Degree,Case Western Reserve University
"Biology, General.",Doctoral Degree,Case Western Reserve University
"Biochemistry, Biophysics and Molecular Biology.",Bachelors Degree,Case Western Reserve University
"Biochemistry, Biophysics and Molecular Biology.",Master's Degree,Case Western Reserve University
"Biochemistry, Biophysics and Molecular Biology.",Doctoral Degree,Case Western Reserve University
Cell/Cellular Biology and Anatomical Sciences.,Master's Degree,Case Western Reserve University
Cell/Cellular Biology and Anatomical Sciences.,Doctoral Degree,Case Western Reserve University
Microbiological Sciences and Immunology.,Master's Degree,Case Western Reserve University
Microbiological Sciences and Immunology.,Doctoral Degree,Case Western Reserve University
Genetics.,Master's Degree,Case Western Reserve University
Genetics.,Doctoral Degree,Case Western Reserve University
"Physiology, Pathology and Related Sciences.",Master's Degree,Case Western Reserve University
"Physiology, Pathology and Related Sciences.",Doctoral Degree,Case Western Reserve University
Pharmacology and Toxicology.,Master's Degree,Case Western Reserve University
Pharmacology and Toxicology.,Doctoral Degree,Case Western Reserve University
"Biomathematics, Bioinformatics, and Computational Biology.",Bachelors Degree,Case Western Reserve University
"Biomathematics, Bioinformatics, and Computational Biology.",Master's Degree,Case Western Reserve University
"Biomathematics, Bioinformatics, and Computational Biology.",Doctoral Degree,Case Western Reserve University
"Ecology, Evolution, Systematics, and Population Biology.",Bachelors Degree,Case Western Reserve University
"Ecology, Evolution, Systematics, and Population Biology.",Master's Degree,Case Western Reserve University
"Ecology, Evolution, Systematics, and Population Biology.",Doctoral Degree,Case Western Reserve University
Molecular Medicine.,Master's Degree,Case Western Reserve University
Molecular Medicine.,Doctoral Degree,Case Western Reserve University
Neurobiology and Neurosciences.,Master's Degree,Case Western Reserve University
Neurobiology and Neurosciences.,Doctoral Degree,Case Western Reserve University
Mathematics.,Bachelors Degree,Case Western Reserve University
Mathematics.,Master's Degree,Case Western Reserve University
Mathematics.,Doctoral Degree,Case Western Reserve University
Applied Mathematics.,Bachelors Degree,Case Western Reserve University
Applied Mathematics.,Master's Degree,Case Western Reserve University
Applied Mathematics.,Doctoral Degree,Case Western Reserve University
Statistics.,Bachelors Degree,Case Western Reserve University
Statistics.,Master's Degree,Case Western Reserve University
Statistics.,Doctoral Degree,Case Western Reserve University
Gerontology.,Bachelors Degree,Case Western Reserve University
Natural Sciences.,Bachelors Degree,Case Western Reserve University
Nutrition Sciences.,Bachelors Degree,Case Western Reserve University
Nutrition Sciences.,Master's Degree,Case Western Reserve University
Nutrition Sciences.,Doctoral Degree,Case Western Reserve University
International/Global Studies.,Bachelors Degree,Case Western Reserve University
Cognitive Science.,Bachelors Degree,Case Western Reserve University
Cognitive Science.,Master's Degree,Case Western Reserve University
Philosophy.,Bachelors Degree,Case Western Reserve University
Religion/Religious Studies.,Bachelors Degree,Case Western Reserve University
Religion/Religious Studies.,Master's Degree,Case Western Reserve University
Astronomy and Astrophysics.,Bachelors Degree,Case Western Reserve University
Astronomy and Astrophysics.,Master's Degree,Case Western Reserve University
Astronomy and Astrophysics.,Doctoral Degree,Case Western Reserve University
Chemistry.,Bachelors Degree,Case Western Reserve University
Chemistry.,Master's Degree,Case Western Reserve University
Chemistry.,Doctoral Degree,Case Western Reserve University
Geological and Earth Sciences/Geosciences.,Bachelors Degree,Case Western Reserve University
Geological and Earth Sciences/Geosciences.,Master's Degree,Case Western Reserve University
Geological and Earth Sciences/Geosciences.,Doctoral Degree,Case Western Reserve University
Physics.,Bachelors Degree,Case Western Reserve University
Physics.,Master's Degree,Case Western Reserve University
Physics.,Doctoral Degree,Case Western Reserve University
"Psychology, General.",Bachelors Degree,Case Western Reserve University
"Psychology, General.",Master's Degree,Case Western Reserve University
"Psychology, General.",Doctoral Degree,Case Western Reserve University
"Psychology, General.",Graduate/Professional Certificate,Case Western Reserve University
Social Work.,Master's Degree,Case Western Reserve University
Social Work.,Doctoral Degree,Case Western Reserve University
Anthropology.,Bachelors Degree,Case Western Reserve University
Anthropology.,Master's Degree,Case Western Reserve University
Anthropology.,Doctoral Degree,Case Western Reserve University
Economics.,Bachelors Degree,Case Western Reserve University
Political Science and Government.,Bachelors Degree,Case Western Reserve University
Political Science and Government.,Master's Degree,Case Western Reserve University
Political Science and Government.,Doctoral Degree,Case Western Reserve University
Sociology.,Bachelors Degree,Case Western Reserve University
Sociology.,Master's Degree,Case Western Reserve University
Sociology.,Doctoral Degree,Case Western Reserve University
Dance.,Bachelors Degree,Case Western Reserve University
